ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status,Flags
>otu826,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu827,Nematoda,Chromadorea,Aphelenchida,,,,88.69,Published,2
>otu828,Arthropoda,Insecta,Diptera,Culicidae,,,90.12,Published,2
>otu829,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus,,95.24,Published,4
>otu830,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Phytophthora,nemorosa,98.31,Published,2
>otu831,Arthropoda,Insecta,,,,,81.61,Private,2
>otu832,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,,,92.31,Private,  2 3 4
>otu833,Arthropoda,Insecta,Psocodea,Trogiidae,Cerobasis,guestfalica,100,Published,       
>otu834,Arthropoda,Insecta,Diptera,Lauxaniidae,Minettia,fasciata,99.44,Private,  2 3  
>otu835,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu836,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu837,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu838,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu839,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu840,Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,bouvieri,100,Private,       
>otu841,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu842,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu843,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu844,Rotifera,Bdelloidea,,Philodinidae,Philodina,,95.65,Published,       
>otu845,Arthropoda,Malacostraca,,,,,84.62,Private,  2 3  
>otu846,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,,97.78,Published,       
>otu847,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,,92,Published,  2   4
>otu849,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Reticulitermes,grassei,100,Private,       
>otu850,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu851,Rhodophyta,Florideophyceae,,,,,79.28,Published,2
>otu852,Porifera,Demospongiae,Haplosclerida,,,,85.33,Published,2
>otu853,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Probolus,,96.05,Early-Release,2
>otu855,Arthropoda,Insecta,Diptera,Sciaridae,,,90.67,Private,  2 3  
>otu856,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,tyrtaeum,100,Published,2
>otu858,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu859,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu860,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu861,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu862,Rhodophyta,Florideophyceae,,,,,81.11,Published,2
>otu863,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu864,Mollusca,Bivalvia,,,,,82.67,Published,2
>otu865,Arthropoda,Insecta,Diptera,,,,85.33,Published,2
>otu866,Arthropoda,Branchiopoda,,,,,75.64,Published,2
>otu867,Proteobacteria,Alphaproteobacteria,,,,,79.55,Published,       
>otu868,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Columella,aspera,100,Private,3
>otu869,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu870,Rotifera,Bdelloidea,,Philodinidae,Philodina,rugosa,99.02,Published,       
>otu871,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,vaga,99.42,Published,       
>otu872,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu873,Rhodophyta,Florideophyceae,,,,,76.44,Private,2
>otu874,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,94.67,Published,2
>otu875,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,,97.48,Published,       
>otu876,Arthropoda,Insecta,Lepidoptera,Noctuidae,Proxenus,hospes,100,Private,2
>otu877,Basidiomycota,Exobasidiomycetes,Microstromatales,,,,87.33,Private,3
>otu878,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu880,Arthropoda,Branchiopoda,,,,,82.14,Published,2
>otu881,Arthropoda,Chilopoda,Scolopendromorpha,Plutoniumidae,,,94,Published,2
>otu882,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu883,Chordata,Actinopterygii,,,,,81.48,Published,2
>otu884,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu885,Arthropoda,Copepoda,,,,,83.95,Published,2
>otu886,Cnidaria,Scyphozoa,,,,,80.25,Published,       
>otu887,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu890,Arthropoda,Arachnida,Araneae,,,,86.67,Published,2
>otu891,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu892,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu893,Echinodermata,Crinoidea,Comatulida,,,,86.21,Published,2
>otu894,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,92.81,Private,       
>otu895,Arthropoda,Insecta,Lepidoptera,Psychidae,Bankesia,conspurcatella,100,Published,       
>otu896,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,100,Private,1
>otu898,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu899,Arthropoda,Insecta,,,,,82.67,Private,1
>otu902,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,,99.44,Private,3
>otu903,Arthropoda,Malacostraca,,,,,81.33,Private,  2 3  
>otu904,Arthropoda,Insecta,,,,,80.77,Published,2
>otu905,Onychophora,Udeonychophora,,,,,82.05,Published,2
>otu906,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu907,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,,,90.06,Published,       
>otu908,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu909,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,98.89,Published,       
>otu910,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu912,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu913,Rhodophyta,Florideophyceae,Peyssonneliales,,,,87.64,Private,  2 3  
>otu914,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu915,Arthropoda,Insecta,Hymenoptera,,,,90.06,Private,    3 4
>otu916,Mollusca,Polyplacophora,Chitonida,,,,85.71,Published,       
>otu917,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu918,Arthropoda,Arachnida,Mesostigmata,,,,85.9,Published,2
>otu919,Rhodophyta,Florideophyceae,Rhodymeniales,,,,86.42,Private,    3 4
>otu920,Proteobacteria,Alphaproteobacteria,,,,,78.66,Published,2
>otu921,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,90.09,Published,2
>otu922,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu923,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu924,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu925,Heterokontophyta,Oomycota,,,,,82.46,Published,2
>otu926,Arthropoda,Insecta,,,,,78.21,Published,2
>otu927,Chlorophyta,Trebouxiophyceae,,,,,78.16,Published,2
>otu928,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu929,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu930,Proteobacteria,Alphaproteobacteria,,,,,75.29,Published,       
>otu931,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu933,Zygomycota,,,,,,92.86,Private,3
>otu934,Chordata,Amphibia,,,,,79.22,Private,  2 3 4
>otu935,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu936,Arthropoda,Malacostraca,Amphipoda,,,,88.46,Private,  2 3  
>otu937,Arthropoda,Arachnida,Trombidiformes,Tydeidae,,,99.43,Published,1     4
>otu938,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu939,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu940,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,94.05,Published,2
>otu941,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu942,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,excisa,98.31,Published,2
>otu943,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu944,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu945,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu946,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu947,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu948,Arthropoda,Insecta,,,,,82.67,Published,2
>otu949,Arthropoda,Arachnida,Araneae,,,,88.46,Published,2
>otu950,Arthropoda,Insecta,,,,,83.33,Private,1 2    
>otu951,Echinodermata,Echinoidea,,,,,78.95,Published,2
>otu952,Rhodophyta,Florideophyceae,,,,,80,Published,2
>otu953,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu954,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,94.05,Published,2
>otu955,Proteobacteria,,,,,,87.65,Private,  2 3  
>otu956,Arthropoda,Thecostraca,,,,,80,Published,2
>otu957,Proteobacteria,Alphaproteobacteria,,,,,75.6,Published,       
>otu958,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu959,Ochrophyta,Phaeophyceae,Fucales,,,,86.46,Early-Release,2
>otu960,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu961,Arthropoda,Insecta,Coleoptera,Curculionidae,Bagous,lutulentus,100,Private,    3 4
>otu962,Arthropoda,Arachnida,,,,,78.21,Private,  2 3  
>otu963,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu964,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu965,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu966,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu967,Rhodophyta,Florideophyceae,,,,,79.25,Published,2
>otu968,Arthropoda,Arachnida,Araneae,,,,86.21,Private,3
>otu969,Cnidaria,Anthozoa,,,,,80.46,Published,2
>otu970,Arthropoda,Insecta,Blattodea,,,,85.33,Private,  2 3  
>otu971,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu973,Arthropoda,Insecta,Coleoptera,Cerambycidae,Ambonus,,95.06,Private,    3 4
>otu974,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu975,Arthropoda,Insecta,,,,,82.05,Private,1 2    
>otu976,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu977,Rhodophyta,Florideophyceae,,,,,81.55,Early-Release,2
>otu978,Arthropoda,Arachnida,Araneae,,,,86.59,Published,  2   4
>otu979,Chordata,Actinopterygii,,,,,78.21,Private,3
>otu980,Arthropoda,Insecta,Coleoptera,,,,87.72,Private,    3 4
>otu981,Arthropoda,Insecta,Hymenoptera,,,,88.46,Private,3
>otu982,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu983,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu985,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,96.67,Private,3
>otu1,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,90.8,Private,1 2    
>otu2,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,100,Published,1
>otu3,Arthropoda,Insecta,Coleoptera,Curculionidae,Naupactus,cervinus,100,Private,       
>otu4,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nalassus,,97.18,Published,       
>otu5,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,90.48,Published,4
>otu6,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Nemobius,sylvestris,100,Published,       
>otu7,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,100,Published,1
>otu8,Arthropoda,Insecta,Diptera,,,,88.51,Published,2
>otu9,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,90.23,Private,3
>otu10,Arthropoda,Malacostraca,Isopoda,Porcellionidae,,,91.27,Private,2
>otu11,Nematoda,Chromadorea,Rhabditida,,,,86.84,Published,2
>otu12,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina,peregrina,100,Published,       
>otu13,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu14,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,91.27,Published,4
>otu15,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Nemobius,sylvestris,100,Private,       
>otu16,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,caelata,99.44,Published,       
>otu17,Arthropoda,Insecta,Diptera,Lauxaniidae,,,92.76,Published,1 2    
>otu18,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,91.03,Published,2
>otu19,Acanthocephala,Palaeacanthocephala,Polymorphida,Plagiorhynchidae,Plagiorhynchus,transversus,98.83,Published,       
>otu20,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,friendi,100,Published,       
>otu21,Magnoliophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,deltoides,100,Published,2
>otu22,Arthropoda,Insecta,Lepidoptera,Tineidae,Opogona,omoscopa,100,Private,3
>otu23,Arthropoda,Thecostraca,Sessilia,Chthamalidae,,,91.03,Published,       
>otu24,Mollusca,Gastropoda,Stylommatophora,Cochlicopidae,Cochlicopa,lubrica,100,Private,2
>otu25,Arthropoda,Arachnida,Trombidiformes,Ereynetidae,,,100,Private,    3 4
>otu26,Arthropoda,Insecta,Odonata,Aeshnidae,,,93.1,Private,  2 3  
>otu27,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,100,Private,1
>otu28,Chlorophyta,Trebouxiophyceae,,,,,80.46,Published,2
>otu29,Chordata,Mammalia,Pholidota,Manidae,,,91.36,Private,  2 3  
>otu30,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,occidentalis,100,Published,2
>otu31,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu32,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu33,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,terrestris,100,Published,       
>otu34,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,100,Private,       
>otu35,Zygomycota,,,,,,100,Private,3
>otu36,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,terrestris,100,Published,1
>otu37,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,100,Private,3
>otu38,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu39,Arthropoda,Insecta,Diptera,Culicidae,,,91.03,Private,2
>otu40,Nematoda,Chromadorea,Rhabditida,,,,90.3,Private,  2 3  
>otu41,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,91.03,Published,2
>otu42,Nematoda,Chromadorea,Rhabditida,,,,87.5,Published,2
>otu43,Arthropoda,Insecta,Diptera,Milichiidae,Pholeomyia,,95.06,Private,       
>otu44,Arthropoda,Insecta,Diptera,Bibionidae,Bibio,marci,100,Private,  2 3  
>otu45,Chlorophyta,Trebouxiophyceae,,,,,80.46,Published,2
>otu46,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Philaenus,spumarius,100,Private,  2 3  
>otu47,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,,100,Published,       
>otu48,Chordata,Actinopterygii,,,,,75.31,Published,2
>otu49,Mollusca,Polyplacophora,,,,,76,Published,2
>otu50,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,eugeniata,100,Published,2
>otu51,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,asellus,98.15,Published,       
>otu52,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,98.21,Published,       
>otu53,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,caelata,98.87,Published,       
>otu54,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Phasmarhabditis,papillosa,100,Published,4
>otu55,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,93.33,Private,2
>otu56,Chordata,Actinopterygii,,,,,77.38,Published,2
>otu57,Arthropoda,Insecta,,,,,81.82,Private,  2 3  
>otu58,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,,100,Early-Release,       
>otu59,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,99.44,Private,       
>otu60,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,,,92.66,Private,1 2    
>otu61,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,100,Published,       
>otu62,Mollusca,Gastropoda,Pulmonata,Cochlicellidae,Cochlicella,barbara,100,Private,       
>otu63,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu64,Nematoda,Chromadorea,Rhabditida,,,,86.84,Published,2
>otu65,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,90.8,Private,3
>otu66,Mollusca,Gastropoda,Stylommatophora,Milacidae,Milax,,99.43,Published,       
>otu67,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,,,90.24,Published,       
>otu68,Arthropoda,Branchiopoda,Anomopoda,,,,85.9,Published,2
>otu69,Arthropoda,Insecta,Hymenoptera,Eurytomidae,,,90.8,Published,2
>otu70,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,terrestris,100,Published,2
>otu71,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,gracilis,100,Published,1
>otu72,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,trapezoides,100,Published,2
>otu73,Arthropoda,Insecta,Diptera,Psychodidae,Evandromyia,,96.43,Published,2
>otu74,Arthropoda,Arachnida,Sarcoptiformes,Euzetidae,Euzetes,,97.62,Published,1
>otu75,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,98.87,Private,3
>otu76,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu77,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,91.27,Published,4
>otu78,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nalassus,laevioctostriatus,100,Private,       
>otu79,Arthropoda,Insecta,Diptera,Calliphoridae,Stevenia,deceptoria,100,Private,3
>otu80,Arthropoda,Insecta,Diptera,Stratiomyidae,Chloromyia,formosa,100,Published,       
>otu81,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,100,Published,2
>otu82,Proteobacteria,Alphaproteobacteria,,,,,72.62,Published,2
>otu83,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nalassus,laevioctostriatus,99.43,Published,       
>otu84,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,93.59,Published,2
>otu85,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu86,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu87,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,reticulatum,100,Private,1
>otu88,Nematoda,Chromadorea,Rhabditida,Angiostrongylidae,,,92.25,Published,       
>otu89,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu90,Arthropoda,Arachnida,Sarcoptiformes,,,,87.18,Early-Release,  2 3  
>otu91,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu92,Chordata,Actinopterygii,,,,,80.25,Published,2
>otu93,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu94,Nematoda,Chromadorea,Tylenchida,Sphaerulariidae,,,91.53,Private,    3 4
>otu95,Arthropoda,Thecostraca,,,,,79.49,Published,2
>otu96,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu97,Arthropoda,Insecta,Diptera,Psychodidae,,,94.05,Published,2
>otu98,Chordata,Actinopterygii,,,,,79.01,Published,2
>otu99,Arthropoda,Insecta,Diptera,,,,95.24,Published,2
>otu100,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,98.87,Private,       
>otu101,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu102,Arthropoda,Arachnida,Trombidiformes,,,,89.58,Published,       
>otu103,Nematoda,Chromadorea,Rhabditida,,,,87.5,Published,1 2    
>otu104,Chordata,Actinopterygii,,,,,80.25,Published,2
>otu105,Nematoda,Chromadorea,Rhabditida,,,,89.09,Private,  2 3  
>otu106,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu107,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,alliarius,98.85,Published,4
>otu108,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,terrestris,100,Published,       
>otu109,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,aviculare,100,Published,2
>otu110,Acanthocephala,Palaeacanthocephala,Polymorphida,Plagiorhynchidae,Plagiorhynchus,transversus,98.83,Published,       
>otu111,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,97.18,Published,2
>otu112,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu113,Arthropoda,Insecta,Lepidoptera,Geometridae,Jodis,lactearia,100,Published,       
>otu114,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,rubrum,98.87,Published,2
>otu115,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu116,Arthropoda,Insecta,Diptera,,,,90.48,Published,2
>otu117,Chordata,Actinopterygii,,,,,79.57,Published,2
>otu118,Nematoda,Chromadorea,Rhabditida,,,,87.18,Published,4
>otu119,Arthropoda,Malacostraca,Decapoda,Palinuridae,,,90.48,Published,2
>otu120,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu121,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Hyposoter,,95.35,Published,2
>otu122,Chordata,Actinopterygii,,,,,78.21,Published,2
>otu123,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu124,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,92.86,Published,2
>otu125,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu126,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,paludosa,100,Published,       
>otu127,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu128,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,93.59,Published,2
>otu129,Arthropoda,Insecta,Diptera,Lauxaniidae,Prosopomyia,pallida,100,Published,4
>otu130,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,,100,Published,       
>otu131,Arthropoda,Diplopoda,Platydesmida,Andrognathidae,,,100,Published,  2 3  
>otu132,Arthropoda,Insecta,Diptera,Calliphoridae,Paykullia,brevicornis,99.44,Published,2
>otu133,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu134,Zygomycota,,,,,,100,Private,3
>otu135,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Steganacarus,magnus,98.28,Private,       
>otu136,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,fuscipes,98.31,Private,    3 4
>otu137,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,91.03,Published,2
>otu138,Chlorophyta,Trebouxiophyceae,,,,,85.63,Published,2
>otu139,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,94.05,Published,2
>otu140,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,96.05,Published,       
>otu141,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,elegans,100,Published,       
>otu142,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu143,Arthropoda,Thecostraca,,,,,79.49,Published,2
>otu144,Arthropoda,Insecta,Diptera,Calliphoridae,Phyto,,100,Published,2
>otu145,Rotifera,Bdelloidea,,Philodinidae,,,91.36,Published,2
>otu147,Magnoliophyta,Liliopsida,Poales,Poaceae,Aegilops,speltoides,100,Published,2
>otu148,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu149,Cnidaria,Cubozoa,,,,,77.01,Published,2
>otu150,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu151,Rhodophyta,Florideophyceae,,,,,77.01,Early-Release,  2 3  
>otu152,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,alba,98.31,Published,2
>otu153,Arthropoda,Arachnida,Araneae,,,,88.46,Published,       
>otu154,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu155,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu156,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,caelata,98.87,Published,       
>otu157,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu158,Zygomycota,,,,,,99.44,Private,3
>otu159,Arthropoda,Arachnida,Sarcoptiformes,Scutoverticidae,,,92.53,Published,       
>otu160,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu161,Arthropoda,Diplopoda,Julida,Julidae,Brachyiulus,pusillus,100,Published,1
>otu162,Echinodermata,Asteroidea,,,,,75.64,Published,2
>otu163,Arthropoda,Insecta,Diptera,Calliphoridae,Phyto,melanocephala,100,Private,2
>otu164,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu165,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu166,Chordata,Actinopterygii,,,,,77.38,Published,2
>otu167,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu168,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu169,Echinodermata,Crinoidea,,,,,79.31,Published,2
>otu170,Arthropoda,Insecta,Coleoptera,Carabidae,Bradycellus,verbasci,100,Published,       
>otu171,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu172,Nematoda,Chromadorea,Rhabditida,,,,85.12,Published,2
>otu173,Arthropoda,Copepoda,,,,,83.95,Published,2
>otu174,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu175,Arthropoda,Arachnida,Trombidiformes,Eupodidae,,,98.81,Published,1
>otu176,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu177,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu178,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu179,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu180,Arthropoda,Insecta,Hemiptera,Cixiidae,Cixius,,97.74,Private,       
>otu181,Chlorophyta,Trebouxiophyceae,,,,,85.06,Published,2
>otu182,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,chlorotica,100,Private,3
>otu183,Arthropoda,Insecta,Hymenoptera,Braconidae,Cotesia,,100,Published,       
>otu184,Chordata,Actinopterygii,,,,,79.49,Published,2
>otu185,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,persicaria,99.44,Published,2
>otu186,Nematoda,Chromadorea,Strongylida,,,,89.71,Published,2
>otu187,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,chlorotica,99.44,Private,1
>otu188,Arthropoda,Insecta,Coleoptera,Staphylinidae,Xantholinus,longiventris,100,Private,       
>otu189,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,imponens,99.44,Published,2
>otu190,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu191,Mollusca,Gastropoda,Stylommatophora,Testacellidae,Testacella,maugei,99.27,Published,       
>otu192,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,,96.43,Published,       
>otu194,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,alba,99.44,Published,2
>otu195,Cnidaria,Anthozoa,,,,,76.19,Published,2
>otu196,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu197,Arthropoda,Malacostraca,,,,,81.33,Published,2
>otu198,Proteobacteria,Alphaproteobacteria,,,,,75.29,Published,2
>otu199,Arthropoda,Insecta,Diptera,Psychodidae,Bichromomyia,,95.24,Published,2
>otu200,Mollusca,Gastropoda,Stylommatophora,,,,94.25,Published,4
>otu201,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,93.33,Private,1 2    
>otu202,Arthropoda,Insecta,Odonata,Gomphidae,,,92.31,Early-Release,    3 4
>otu203,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Prodontorhabditis,,95.98,Private,3
